run_id,flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,9.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,2,10.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,3,48.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,2,12.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,4,69.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,2,8.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,4,36.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,1,0.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,3,20.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,2,8.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,2,10.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,5,92.0,5,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,2,7.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,2,7.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,2,19.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,5,128.0,9,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,2,5.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,3,14.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,8,70.0,8,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,2,12.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,3,68.0,21,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,3,14.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,3,18.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,6,155.0,26,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,4,102.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,2,10.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,4,81.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,2,9.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,3,30.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,3,28.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,2,6.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,3,64.0,22,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,3,18.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,3,24.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,2,6.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,4,39.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,5,76.0,5,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,4,27.0,8,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,5,136.0,10,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,71,5,56.0,5,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,3,14.0,3,False
