run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,0,55,8,0,1,19,0,605.1681582998824,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,1,1,0,0,49,15,0,959.3899831622782,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,2,14,1,0,25,50,0,1433.360763018209,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,3,14,57,0,49,21,0,868.1369768446191,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,4,10,0,0,48,41,0,1703.0768588969665,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,5,54,48,0,6,17,0,44.4798519858469,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,6,58,13,0,2,37,0,1163.1072547570518,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,7,9,30,0,59,1,0,732.323088661522,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,8,56,45,0,6,51,0,639.4916786983231,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,9,54,56,0,11,31,0,504.7536714721027,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,10,10,56,0,56,5,0,332.2657237066093,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,11,3,30,0,58,4,0,1363.8912632089787,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,12,19,3,0,53,43,0,754.4313724793228,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,13,11,45,0,43,8,0,969.2604319511405,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,14,3,34,0,50,22,0,578.0805948980532,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,15,2,32,0,50,53,0,1285.424909288609,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,16,14,13,0,49,52,0,385.14176136701377,10.0
