run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,0,29,50,0,48,5,0,476.215562110008,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,1,49,55,0,7,25,0,1638.562583609825,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,2,53,13,0,7,55,0,1718.4972979766096,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,3,8,41,0,57,50,0,325.9002535878441,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,4,3,15,0,46,50,0,1532.7219201698147,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,5,29,3,0,58,47,0,1447.997755166237,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,6,55,59,0,39,12,0,1208.8342688272398,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,7,53,8,0,11,46,0,1385.1402515824323,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,8,47,49,0,6,0,0,629.9047275661846,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,9,26,0,0,2,43,0,1719.9280496927622,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,10,6,1,0,56,28,0,438.83155686191697,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,11,2,30,0,55,46,0,181.9045984036119,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,12,0,18,0,45,35,0,1137.2179983924575,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,13,0,37,0,59,33,0,936.177773327652,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,14,42,7,0,4,59,0,932.0534905629459,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,15,1,26,0,55,1,0,262.10084134322415,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,16,49,48,0,11,7,0,1787.6527456206202,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,17,47,9,0,25,58,0,315.29973738930903,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,18,54,7,0,4,26,0,947.4724080907079,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,19,27,55,0,45,7,0,1333.9297633821907,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,20,50,19,0,14,57,0,403.6330565507177,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,21,1,4,0,0,56,0,160.82659019609486,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,22,39,0,0,59,44,0,85.22547312300675,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,23,36,9,0,58,59,0,882.2355858807097,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,24,51,45,0,3,34,0,1178.8369182252443,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,25,43,1,0,17,47,0,939.4851203835238,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,26,9,56,0,8,8,0,329.0066471173896,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,27,7,11,0,57,59,0,952.4538804866573,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,28,42,4,0,14,47,0,1503.4513915501207,10.0
