run_id,flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,3,14.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,2,3.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,3,2.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,2,5.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,2,7.0,2,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,2,6.0,2,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,2,2.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,2,1.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,2,3.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,2,6.0,2,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,1,0.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,3,2.0,7,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,2,3.0,6,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,2,3.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,3,8.0,5,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,4,15.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,2,4.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,3,4.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,2,4.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,2,3.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,3,6.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,4,12.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,3,6.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,3,6.0,5,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,71,2,3.0,2,False
