run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,10,49,0,45,4,0,593.8648372375804,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,1,11,4,0,41,54,0,591.5768883834359,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,2,59,9,0,7,48,0,944.9200479118896,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,3,9,19,0,36,59,0,1538.7809062877523,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,4,55,12,0,7,19,0,276.6313124025955,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,5,59,0,0,45,52,0,1686.597186341483,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,6,0,38,0,52,48,0,686.8890850361353,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,7,51,0,0,7,29,0,1347.1357433391336,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,8,31,56,0,18,5,0,1448.6345662327315,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,9,14,7,0,50,52,0,747.9081580718996,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,10,2,51,0,53,15,0,430.36504646709864,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,11,12,27,0,56,1,0,1280.4353240185178,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,12,55,16,0,5,4,0,1390.1833196080772,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,13,11,50,0,54,6,0,1106.1444539291278,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,14,41,10,0,4,53,0,1477.2000549657653,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,15,41,53,0,5,19,0,1629.2670081339202,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,16,53,45,0,1,32,0,1010.7011869477693,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,17,17,4,0,2,54,0,1727.582689217493,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,18,8,59,0,52,31,0,603.5160616690594,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,19,57,54,0,2,50,0,741.5882460821704,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,20,0,22,0,48,14,0,1088.6372723235004,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,21,47,43,0,10,9,0,551.6582502928677,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,22,56,59,0,10,42,0,195.84413270119566,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,23,53,52,0,1,31,0,1085.7219550665195,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,24,38,55,0,21,1,0,1350.8028166202744,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,25,55,7,0,27,47,0,1341.6040196818137,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,26,51,1,0,1,12,0,388.3346494206919,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,27,29,4,0,53,53,0,1329.647863084466,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,28,17,4,0,6,56,0,36.10849111967227,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,29,57,29,0,2,57,0,657.8906825503818,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,30,56,7,0,1,43,0,1422.6291696511375,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,31,28,11,0,6,54,0,1684.7117541415419,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,32,49,55,0,19,5,0,1144.7713135788258,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,33,5,10,0,53,11,0,1703.9415849359207,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,34,56,2,0,11,49,0,874.147658246213,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,35,48,46,0,5,14,0,406.2425636565573,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,36,24,38,0,56,1,0,48.10612744577993,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,37,48,44,0,8,12,0,37.24897346532157,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,38,6,13,0,53,45,0,1120.5343757835035,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,39,7,59,0,12,11,0,1104.6117688805189,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,40,35,56,0,8,2,0,182.341221633349,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,41,3,0,0,10,54,0,90.52391071195515,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,42,48,31,0,7,3,0,945.7517486814731,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,32,1,0,29,50,0,1128.9368325755925,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,44,23,57,0,48,15,0,822.7032634115172,10.0
