run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,0,28,7,0,58,56,0,302.89933046195637,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,1,1,47,0,38,11,0,941.0639384395769,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,2,36,58,0,22,7,0,465.14480192233384,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,3,9,9,0,24,58,0,1044.07157838127,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,4,1,14,0,20,59,0,1653.3461532151496,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,5,19,20,0,59,47,0,1589.1486213410392,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,6,4,1,0,57,7,0,504.9552896405696,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,7,54,27,0,14,57,0,1784.3189832778285,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,8,57,38,0,9,39,0,904.7233100433385,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,9,58,5,0,7,1,0,1296.745083837299,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,10,53,22,0,11,59,0,719.5952346296027,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,11,58,13,0,7,44,0,318.0941688805765,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,12,59,6,0,20,41,0,1075.563723408816,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,13,55,51,0,21,0,0,659.1784045595629,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,14,56,32,0,1,13,0,840.0497441208087,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,15,5,58,0,29,1,0,1292.2512850385613,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,16,6,31,0,43,0,0,1391.5821461067324,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,17,1,57,0,56,28,0,4.878516565289925,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,18,48,4,0,5,27,0,207.76693702529116,10.0
