run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,0,56,29,0,7,16,0,878.0271837631536,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,1,52,53,0,10,2,0,891.5373820154496,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,2,59,50,0,8,52,0,500.26320362703217,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,3,4,56,0,53,6,0,1189.7591129630534,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,4,50,44,0,17,1,0,980.2478481870239,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,5,41,56,0,25,0,0,44.724110438025555,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,6,41,29,0,1,59,0,272.2254692307483,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,7,51,15,0,19,53,0,900.6424405162564,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,8,27,49,0,55,7,0,1708.3810382121446,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,9,49,12,0,18,57,0,366.6757745430436,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,10,16,54,0,53,18,0,1466.5233826098197,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,11,29,2,0,37,58,0,977.7951783156886,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,12,59,39,0,2,33,0,115.04995664723174,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,13,13,4,0,50,38,0,1711.59104438595,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,14,2,27,0,58,34,0,349.9216886302383,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,15,1,27,0,54,44,0,1392.5292111564204,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,16,36,12,0,2,53,0,39.46539059564038,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,17,59,5,0,7,49,0,806.5984697050918,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,18,55,13,0,12,41,0,882.6834634506982,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,19,55,19,0,10,49,0,1496.9293749197243,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,20,3,1,0,21,59,0,1375.3748140680077,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,21,49,52,0,27,7,0,1204.583893341423,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,22,13,6,0,38,49,0,1690.0893498562368,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,23,6,54,0,7,0,0,228.62592012646178,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,24,3,0,0,16,56,0,1605.1471863823049,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,25,49,9,0,8,58,0,990.3104789574596,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,399,26,7,54,0,58,39,0,744.5521281973151,10.0
