run_id,flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,3,10.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,2,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,2,9.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,2,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,2,12.0,2,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,4,45.0,6,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,2,5.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,2,8.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,2,6.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,2,0.0,3,False
