run_id,flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,2,5.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,12.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,3,6.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,1,0.0,21,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,4,45.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,4,42.0,5,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,3,30.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,2,6.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,2,4.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,2,5.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,3,12.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,2,1.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,1,0.0,21,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,2,0.0,3,False
