run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,0,55,11,0,7,2,0,1113.3493497289458,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,1,9,40,0,53,5,0,501.6859951042359,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,2,59,35,0,0,13,0,1006.2902796261791,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,3,39,4,0,15,58,0,836.2197217113771,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,4,53,58,0,22,12,0,971.9458283797142,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,5,3,34,0,52,5,0,151.8547127036865,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,6,47,47,0,8,9,0,1079.6739066295395,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,7,53,5,0,13,43,0,10.048693500421567,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,8,3,5,0,56,0,0,8.488051880870252,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,9,28,6,0,48,57,0,1425.5870322932371,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,10,1,19,0,56,37,0,1428.4230154551913,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,11,38,57,0,9,4,0,555.3009292685309,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,12,37,0,0,4,51,0,956.1532625718385,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,13,56,54,0,9,4,0,97.75440880841843,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,14,57,10,0,18,45,0,873.7468366442985,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,15,43,39,0,3,2,0,1254.9814551303161,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,16,8,18,0,57,3,0,1666.7835160093061,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,17,30,1,0,4,58,0,899.1318406882987,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,18,15,3,0,55,59,0,971.5773086135098,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,19,56,2,0,26,43,0,978.1766354437422,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,20,9,0,0,12,50,0,515.3851253919693,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,21,58,52,0,36,5,0,679.2122143986321,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,22,57,3,0,37,51,0,1628.5614987116944,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,23,54,51,0,3,52,0,862.4086609296687,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,24,26,1,0,42,56,0,1666.5405219113095,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,25,4,19,0,48,57,0,270.44874340955806,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,26,47,48,0,20,0,0,116.74639905206863,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,27,40,5,0,3,49,0,1637.374816402741,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,28,39,53,0,3,17,0,1474.4053223017577,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,29,45,0,0,1,47,0,114.27466180284415,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,30,0,50,0,29,4,0,1130.6422530293064,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,31,49,52,0,58,4,0,1615.1656856656928,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,32,57,9,0,47,57,0,948.7317977267331,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,33,28,3,0,48,54,0,1450.0233034669404,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,34,6,5,0,52,29,0,1621.4942796805658,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,35,49,19,0,7,58,0,1761.9215384942308,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,36,11,47,0,42,10,0,650.3503844319708,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,37,47,33,0,4,10,0,1009.823275681127,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,38,47,57,0,4,28,0,778.2032781142193,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,39,14,51,0,51,8,0,644.3967858661181,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,40,50,53,0,27,4,0,1199.1865216345248,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,41,45,30,0,4,0,0,1404.969695665118,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,42,56,56,0,6,12,0,1401.161845963218,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,43,30,3,0,1,50,0,560.0051732288673,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,44,1,21,0,52,23,0,20.3003336410317,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,45,6,57,0,46,18,0,1500.439798816163,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,46,8,19,0,58,57,0,1643.8844485027269,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,47,55,44,0,12,6,0,554.7638107661825,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,48,20,47,0,45,4,0,674.2365358146641,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,49,57,31,0,4,37,0,410.2076509523753,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,50,26,5,0,59,59,0,620.8044634628337,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,51,7,55,0,59,20,0,481.88763398835187,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,52,3,36,0,49,20,0,1076.3773832941613,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,53,17,1,0,53,51,0,567.8084565466371,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,54,34,50,0,0,14,0,921.9681096129606,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,55,2,7,0,46,27,0,1352.1774432797577,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,56,54,10,0,9,48,0,846.3335730947488,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,57,32,45,0,9,2,0,834.0341588942835,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,58,19,0,0,39,52,0,540.8297556064108,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,59,51,14,0,4,59,0,311.2377310272076,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,60,3,1,0,52,0,0,1279.5449344076749,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,61,9,19,0,53,53,0,407.50419442373646,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,62,52,34,0,3,21,0,903.2388580764818,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,63,41,43,0,0,16,0,718.5661876737314,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,64,8,49,0,58,13,0,6.181101776707987,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,65,10,11,0,58,46,0,815.8257167415794,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,66,2,42,0,57,29,0,1543.5732693896825,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,67,58,10,0,11,45,0,1690.3844938245347,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,68,58,43,0,0,54,0,329.35322673354773,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,69,38,58,0,9,16,0,347.64884796203194,10.0
