generation,evaluation_id,conflict_index,actor_flight,strategy,pairs_before,pairs_after,points_before,points_after,accepted,rollback_reason
1,28252:1,25;33,23,reroute,60,57,69,66,True,
1,28252:1,34,24,schedule,57,56,66,65,True,
1,28252:1,35,24,speed,56,56,65,65,False,same_pairs_points_not_decreased
1,28252:1,8;32,26,speed,56,56,65,65,False,same_pairs_points_not_decreased
1,28252:1,18,27,schedule,56,55,65,64,True,
1,28252:1,29;41,29,reroute,55,52,64,60,True,
1,28252:2,25,23,schedule,60,59,69,68,True,
1,28252:2,33,23,speed,59,58,68,67,True,
1,28252:2,35,24,schedule,58,58,67,68,False,same_pairs_points_not_decreased
1,28252:2,34,24,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,28252:2,8,26,speed,58,58,67,67,False,same_pairs_points_not_decreased
1,28252:2,32,26,reroute,58,56,67,65,True,
1,28252:2,18,27,schedule,56,54,65,63,True,
1,28252:2,29,29,speed,54,53,63,62,True,
1,28252:2,41,29,reroute,53,51,62,59,True,
1,28252:2,19,30,speed,51,51,59,59,False,same_pairs_points_not_decreased
1,28252:2,17,32,speed,51,51,59,59,False,same_pairs_points_not_decreased
1,28252:2,48,33,reroute,51,50,59,58,True,
1,28252:2,43,35,speed,50,49,58,57,True,
1,28252:2,4,40,speed,49,49,57,57,False,same_pairs_points_not_decreased
1,28252:2,60,44,schedule,49,50,57,58,False,pairs_increased
1,28252:2,57,44,speed,49,49,57,57,False,same_pairs_points_not_decreased
1,28252:2,50,47,reroute,49,48,57,56,True,
1,28252:2,53,48,reroute,48,47,56,55,True,
1,28252:2,22,49,reroute,47,47,55,55,False,same_pairs_points_not_decreased
1,28252:2,5;6,53,schedule,47,47,55,54,True,
1,28252:2,7,53,speed,47,47,54,54,False,same_pairs_points_not_decreased
1,28252:2,11,54,schedule,47,47,54,55,False,same_pairs_points_not_decreased
1,28252:2,46,56,schedule,47,48,54,54,False,pairs_increased
1,28252:2,20;45,56,reroute,47,46,54,52,True,
1,28252:2,23,57,schedule,46,43,52,49,True,
1,28252:2,21;52,63,reroute,43,42,49,53,True,
1,28252:2,54,64,speed,42,42,53,53,False,same_pairs_points_not_decreased
