run_id,flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,3,22.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,1,0.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,3,16.0,8,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,4,48.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,4,36.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,3,10.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,3,12.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,2,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,2,3.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,2,4.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,2,2.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,3,16.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,5,56.0,5,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,2,9.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,2,0.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,1,0.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,2,4.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,1,0.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,2,11.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,1,0.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,3,18.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,3,0.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,3,38.0,6,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,4,27.0,6,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,4,45.0,5,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,3,12.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,3,2.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,4,36.0,4,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,71,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,73,6,55.0,10,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,2,9.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,2,4.0,4,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,78,1,0.0,1,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,79,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,5,64.0,9,True
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,81,0,0.0,0,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,82,2,8.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,83,2,1.0,3,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,3,14.0,5,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,2,13.0,2,False
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,86,3,36.0,3,True
