run_id,traffic_seed,flight_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,etd,speed
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,0,50,59,0,16,3,0,758.1124727697232,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,1,15,2,0,26,51,0,893.1264056877039,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,2,35,21,0,1,58,0,68.85278268089112,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,3,38,55,0,6,1,0,1134.5625056556407,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,4,27,59,0,9,7,0,609.9394095818568,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,5,1,7,0,48,21,0,319.91522522421036,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,6,56,56,0,46,1,0,1083.371401125996,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,7,32,50,0,7,6,0,1336.3514410600471,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,8,46,6,0,18,57,0,1257.7117930946288,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,9,57,2,0,25,58,0,711.4898509553634,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,10,0,35,0,59,31,0,868.4026946415328,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,11,6,56,0,40,0,0,1530.768148453201,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,12,4,56,0,39,22,0,1746.9163659586318,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,13,10,13,0,33,58,0,1416.522705798764,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,14,51,3,0,37,58,0,1639.1241126825555,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,15,38,2,0,3,47,0,832.3341784866494,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,16,22,58,0,36,12,0,1070.080015122598,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,17,25,55,0,56,7,0,624.2068007821362,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,18,7,2,0,58,13,0,644.2079409407786,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,19,42,58,0,9,23,0,176.0322440065683,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,20,11,55,0,30,6,0,491.1124431189249,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,21,7,35,0,58,15,0,386.8789798737575,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,22,0,41,0,59,46,0,1132.9417250762333,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,23,56,29,0,4,44,0,211.4701089407605,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,24,41,1,0,37,51,0,312.9211478028894,10.0
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,494,25,54,51,0,27,1,0,277.7502687739773,10.0
